돌발일시,관리기관,도로타입,도로번호,도로명,방향,돌발구분,돌발상세구분,돌발내용,X,Y,링크아이디,돌발종료일시,요일,요일구분
2025-02-04 3:23,한국도로공사,고속국도,1.0,경부고속도로,부산 방향,기타돌발,고장,(갓길)소형화물차고장처리중,128.2849,36.1501,3550694300,-,Tuesday,평일
2025-02-04 7:58,한국도로공사,고속국도,20.0,익산장수선,장수 방향,공사,작업,(2차로)자재반입작업중,127.3072,35.7922,3130353300,-,Tuesday,평일
2025-02-05 11:21,한국도로공사,고속국도,25.0,호남고속도로,논산 방향,공사,작업,(2차로)긴급팻칭이동작업,126.9983,35.7694,3110010000,-,Wednesday,평일
2025-02-05 15:41,한국도로공사,고속국도,100.0,수도권제1순환고속도로,판교-구리 방향,기타돌발,고장,(4차로)소형화물차고장처리중,126.9459,37.3795,2090181300,-,Wednesday,평일
2025-02-05 16:28,한국도로공사,고속국도,10.0,남해고속도로,순천 방향,기타돌발,고장,(갓길)화물차고장처리중,127.8392,35.0082,3940006601,-,Wednesday,평일
2025-02-05 7:38,경찰청,시군도,0.0,냉천대로,,공사,작업,<공사> 소곡1로 안양씨엘포레자이아파 새길교회 1차로 주의운전 도로공사 -,126.926128,37.387255,2080012500,2025-02-05 18:00,Wednesday,평일
2025-02-05 8:21,경찰청,도시고속국도,70.0,강변북대로,구리 방향,교통사고,사고,<사고> 강변북로 노들직녀카페 장미맨션 2차로 고장차량 강변북로 한강대교북단→동작대교북단 구리 방향 -,126.963632,37.520725,1020000501,2025-02-05 8:51,Wednesday,평일
2025-02-06 10:01,경찰청,도시고속국도,30.0,내부순환도대로,성수JC 방향,공사,작업,<공사> 내부순환도로 한국환경보건안전과학 길음역10번출구 3차로 시설물보수 내부순환로 정릉램프→길음램프 성수JC 방향 -,127.027276,37.604552,1070000300,2025-02-06 10:31,Thursday,평일
2025-02-06 11:03,한국도로공사,고속국도,1.0,경부고속도로,부산 방향,기타,이벤트/홍보,**(서울방향)화장실이용불가**,129.0398,35.3365,3880009800,-,Thursday,평일
2025-02-06 19:04,한국도로공사,고속국도,60.0,서울양양고속도로,서울 방향,교통사고,사고,(갓길)승용차관련사고처리중,127.3289,37.6341,2220751400,-,Thursday,평일
2025-02-06 21:21,한국도로공사,고속국도,1.0,경부고속도로,부산 방향,기타돌발,고장,(갓길)대형화물차고장처리중,127.3827,36.6279,2710586000,-,Thursday,평일
2025-02-06 22:32,한국도로공사,고속국도,1.0,경부고속도로,부산 방향,재난,적설,"눈길""주의""",128.9556,35.9225,3570481300,-,Thursday,평일
2025-02-06 7:00,한국도로공사,고속국도,50.0,영동고속도로,인천 방향,기타돌발,차량증가/정체,차량증가/정체,126.8959,37.323,2250273200,-,Thursday,평일
2025-02-07 12:15,경찰청,고속국도,25.0,호남고속도로,,교통사고,사고,<사고> 호남고속도로 여산휴게소 논산JC 주의운전 사고 - 서해안고속도로 서울방면  무창포나들목 부근 2차로에서 화물차 단독사고. 현재 사고처리 안됨 -,127.10403,36.048642,3080421900,2025-02-07 12:45,Friday,평일
2025-02-07 17:43,한국도로공사,고속국도,25.0,호남고속도로,순천 방향,기타돌발,고장,(갓길)승용고장차량처리중,127.2314,35.2184,3300003301,-,Friday,평일
2025-02-07 18:11,한국도로공사,고속국도,10.0,남해고속도로,부산 방향,기타돌발,고장,(갓길)승용차고장처리중,128.6886,35.2764,4140158900,-,Friday,평일
2025-02-07 8:59,한국도로공사,고속국도,45.0,중부내륙고속도로,양평 방향,기타돌발,고장,(갓길)승용차고장처리중,127.6554,37.1364,2810042200,-,Friday,평일
2025-02-08 11:13,경찰청,시군도,0.0,운중대로,,교통사고,사고,<사고> 운중로 하산운사거리 판교동5841 1차로 주의운전 교통사고 -,127.088016,37.389895,2060006409,2025-02-08 11:43,Saturday,주말
2025-02-08 13:33,한국도로공사,고속국도,60.0,서울양양고속도로,서울 방향,교통사고,사고,(1차로)승용차관련사고처리중,127.4617,37.6501,2390304800,-,Saturday,주말
2025-02-08 8:19,경찰청,지방도,309.0,과천의왕간고속도로,송추 방향,공사,작업,"<공사> 과천의왕간고속도로 학의JC남측 학의JC북측 주의운전 공사 - 	(공사안내) 3월까지 수도권제1순환고속도로 송추방향, 학의분기점에서 평촌나들목구간 5차로에서 방음벽 설치작업을 실시함. -",127.001522,37.387253,2260008400,2025-02-08 8:22,Saturday,주말
2025-02-09 17:54,한국도로공사,고속국도,110.0,제2경인고속도로,인천 방향,기타돌발,고장,(갓길)승용차고장차처리중,126.8267,37.4401,2240024200,-,Sunday,주말
2025-02-09 23:33,한국도로공사,고속국도,1.0,경부고속도로,부산 방향,기타돌발,고장,(갓길)화물차고장처리완료,128.1788,36.1379,3530025802,2025-02-09 23:41,Sunday,주말
2025-02-09 23:58,한국도로공사,고속국도,27.0,순천완주고속도로,순천 방향,재난,적설,"눈길""주의""",127.3082,35.4029,3100051100,-,Sunday,주말
2025-02-09 9:37,경찰청,일반국도,0.0,금강대로,,교통사고,사고,<사고> 일반국도47호선 진건천교 연평IC교차로 1차로 주의운전 고장 차량 -,127.172148,37.705045,2220568600,2025-02-09 10:07,Sunday,주말
2025-02-10 10:05,경찰청,특별광역시도,0.0,옥산대로,,공사,작업,<공사> 옥산로 스마트셀프주유소 옥산교차로 2차로 주의운전 도로공사 -,126.749062,35.959764,3070492300,2025-02-10 10:35,Monday,평일
2025-02-10 10:58,한국도로공사,고속국도,29.0,세종포천고속도로,구리 방향,재난,적설,"눈길""주의""",127.321,36.976,-,-,Monday,평일
2025-02-10 11:32,경찰청,일반국도,48.0,사직대로,,교통사고,사고,<사고> 일반국도48호선 정부중앙청사앞교차로 경복궁역사거리 주의운전 사고 - 서울시 사직로 광화문교차로에서 경복궁역교차로구간 하위차로에서 레미콘차량과 승용차간의 사고처리 중.  -,126.972842,37.575941,1000011800,2025-02-10 11:36,Monday,평일
2025-02-10 14:53,한국도로공사,고속국도,55.0,중앙고속도로,춘천 방향,기타돌발,고장,(3차로)대형화물차고장처리중,128.1079,37.2055,2730612200,-,Monday,평일
2025-02-10 8:00,경찰청,일반국도,34.0,경동대로,,공사,작업,<공사> 경동로 망천리산682 마리삼거리 1차로 주의운전 도로공사 -,128.885885,36.545864,3540872500,2025-02-10 8:30,Monday,평일
2025-02-11 13:09,한국도로공사,고속국도,50.0,영동고속도로,강릉 방향,공사,작업,(2차로)터널노면보수작업중,128.5637,37.6528,2600034701,-,Tuesday,평일
2025-02-11 14:51,한국도로공사,고속국도,100.0,수도권제1순환고속도로,판교-구리 방향,기타돌발,차량증가/정체,차량증가/정체,126.8052,37.4493,2240029401,-,Tuesday,평일
2025-02-11 19:03,경찰청,특별광역시도,0.0,신암대로,,교통사고,사고,<사고> 신암로 대현동33818 칠성교북단교차로 주의운전 사고 - <사고최초>신암로 공고네거리에서 칠성시장방햐 강남약국 150m 못간 지점 3차로 사고로 보이는 승용차 정차중. -운전자 이야기중. -,128.608446,35.878263,1510030102,2025-02-11 19:07,Tuesday,평일
2025-02-11 9:23,한국도로공사,고속국도,15.0,서해안고속도로,목포 방향,공사,작업,"(2차로)노면보수,오물수거이동작업중",126.5635,36.2341,2870216800,2025-02-11 10:18,Tuesday,평일
2025-02-12 15:54,한국도로공사,고속국도,110.0,제2경인고속도로,성남 방향,기타돌발,차량증가/정체,차량증가/정체,126.912,37.4255,2080108700,-,Wednesday,평일
2025-02-12 6:35,한국도로공사,고속국도,50.0,영동고속도로,강릉 방향,재난,적설,"눈길""주의""",127.0025,37.3131,2007022500,-,Wednesday,평일
2025-02-12 6:50,한국도로공사,고속국도,55.0,중앙고속도로,부산 방향,재난,노면습기,"노면습기""주의""",128.3642,36.918,2820003401,-,Wednesday,평일
2025-02-13 10:04,한국도로공사,고속국도,35.0,중부고속도로,하남 방향,기타돌발,차량증가/정체,차량증가/정체,127.428,37.2319,2300019500,-,Thursday,평일
2025-02-13 11:52,한국도로공사,고속국도,104.0,남해고속도로제2지선,김해 방향,기타돌발,장애물,"(2,3차로)장애물조심",128.9382,35.1583,1410009500,-,Thursday,평일
2025-02-13 13:15,경찰청,특별광역시도,0.0,용산대로,,공사,작업,<공사> 용산로 행동교차로 파출소 1차로 주의운전 도로공사 -,126.912489,36.059684,3080274400,2025-02-13 13:45,Thursday,평일
2025-02-13 14:08,한국도로공사,고속국도,50.0,영동고속도로,인천 방향,교통사고,사고,(3차로)화물차관련사고처리중,128.6671,37.6859,2600034801,-,Thursday,평일
2025-02-13 14:15,한국도로공사,고속국도,100.0,수도권제1순환고속도로,판교-구리 방향,공사,작업,(차로교대)노면보수작업,127.0944,37.4057,2060010900,-,Thursday,평일
2025-02-14 10:59,한국도로공사,고속국도,60.0,서울양양고속도로,서울 방향,기타돌발,고장,(갓길)승용차고장처리중,127.4009,37.6363,2400477500,-,Friday,평일
2025-02-14 11:35,경찰청,고속국도,25.0,논산천안고속도로,천안 방향,교통사고,사고,"<사고> 천안논산고속도로 공주IC 전평교 주의운전 사고 - 논산천안고속도로 천안방향 정우터널(246.2km) 못 간 지점 가장자리 차로 승용차 관련 사고, 처리 중 -",127.110541,36.527913,2860025313,2025-02-14 12:05,Friday,평일
2025-02-14 1:25,한국도로공사,고속국도,600.0,부산외곽선,기장 방향,기타돌발,역주행,(갓길)역주행차량조심,128.8199,35.2943,3850926000,-,Friday,평일
2025-02-14 23:13,경찰청,특별광역시도,0.0,금남대로,양 방향,기타,통제,<통제> 금남로 금남로4가역앞교차로 동희산업 양방향 전체차로 주의운전  반대 차선 확인 요망,126.915463,35.150111,1750017401,2025-02-14 23:43,Friday,평일
2025-02-14 5:14,경찰청,시군도,0.0,신평화대로,,교통사고,사고,<사고> 신평화로 용현지하차도 용현지하차도 1차로 주의운전 교통사고 -,127.085612,37.729749,2070288400,2025-02-14 5:44,Friday,평일
2025-02-15 21:11,한국도로공사,고속국도,30.0,청주영덕선,영덕 방향,기타돌발,고장,(갓길)승용차고장처리중,128.0897,36.3982,3580455900,-,Saturday,주말
2025-02-15 8:12,한국도로공사,고속국도,40.0,평택제천고속도로,평택 방향,기상,안개,"안개""주의""",127.4115,36.9573,2790038400,-,Saturday,주말
2025-02-15 9:17,한국도로공사,고속국도,100.0,수도권제1순환고속도로,판교-일산 방향,교통사고,사고,(갓길)승용차관련사고처리중,126.752,37.5265,1670002400,-,Saturday,주말
2025-02-16 11:09,한국도로공사,고속국도,35.0,중부고속도로,남이 방향,교통사고,사고,(2차로)승용차관련사고처리중,127.4596,36.738,2840265100,-,Sunday,주말
2025-02-16 11:39,한국도로공사,고속국도,35.0,중부고속도로,남이 방향,기타돌발,차량증가/정체,차량증가/정체,127.4438,36.7163,2840198000,2025-02-16 11:54,Sunday,주말
2025-02-17 10:12,경찰청,특별광역시도,0.0,충장대로,,공사,작업,<공사> 충장대로 롯데캐슬드메르 제1지하차도교차로 1차로 주의운전 도로공사 -,129.047675,35.119639,1320028101,2025-02-17 10:42,Monday,평일
2025-02-17 15:49,한국도로공사,고속국도,1.0,경부고속도로,부산 방향,기타돌발,차량증가/정체,차량증가/정체,127.1697,36.9706,2310797600,-,Monday,평일
2025-02-17 7:22,경찰청,고속국도,35.0,중부고속도로,청주 방향,교통사고,사고,<사고> 중부고속도로 하남시광주시 광주IC서측 기점방향  고장 하남시광주시 → 광주IC서측 중부선 기점,127.2592,37.4513,2340607900,2025-02-17 7:54,Monday,평일
2025-02-17 9:26,한국도로공사,고속국도,40.0,평택제천고속도로,평택 방향,공사,작업,(2차로)소화기점검작업중,127.1679,37.0242,2310207500,-,Monday,평일
2025-02-18 6:51,한국도로공사,고속국도,15.0,서해안고속도로,서울 방향,기타돌발,차량증가/정체,차량증가/정체,126.887,37.2606,2330060200,-,Tuesday,평일
2025-02-19 14:25,경찰청,고속국도,15.0,서해안고속도로,무안 방향,교통사고,사고,<사고> 서해안고속도로 행담도휴게소 송악IC 기점방향 2차로 장애물 행담도휴게소 → 송악IC 서해안선 기점,126.8093,36.9429,3000039302,2025-02-19 14:56,Wednesday,평일
2025-02-19 7:54,한국도로공사,고속국도,30.0,청주영덕선,청주 방향,기타돌발,고장,(갓길)승합차고장처리중,128.9258,36.4375,3540352000,-,Wednesday,평일
2025-02-19 8:58,한국도로공사,고속국도,50.0,영동고속도로,강릉 방향,공사,작업,(갓길)이동시선유도봉설치작업중,127.9481,37.4012,2511022600,-,Wednesday,평일
2025-02-20 11:07,한국도로공사,고속국도,25.0,호남고속도로,순천 방향,기타돌발,장애물,(진입로갓길)노면잡물처리중,126.8842,35.1849,1780003551,-,Thursday,평일
2025-02-20 13:51,경찰청,고속국도,30.0,당진영덕고속도로,당진 방향,공사,작업,<공사> 당진영덕고속도로 북유성IC 금강교 기점방향  작업 북유성IC → 금강교 당진대전선 기점,127.2512,36.4545,4130093700,2025-02-20 16:53,Thursday,평일
2025-02-20 15:31,한국도로공사,고속국도,1.0,경부고속도로,서울 방향,교통사고,사고,(2차로)승용차관련사고처리중,127.1238,37.0894,2310799800,-,Thursday,평일
2025-02-20 9:43,한국도로공사,고속국도,1.0,경부고속도로,서울 방향,기타돌발,고장,(갓길)화물차고장처리중,127.1788,36.9593,3020534200,-,Thursday,평일
2025-02-21 10:37,한국도로공사,고속국도,35.0,통영대전고속도로,대전 방향,기타돌발,고장,(갓길)화물차고장처리중,127.7098,35.6348,3960025901,-,Friday,평일
2025-02-21 13:22,한국도로공사,고속국도,20.0,익산장수선,장수 방향,기타돌발,고장,(갓길)대형화물차고장처리중,127.48,35.7739,3130353100,-,Friday,평일
2025-02-21 14:17,한국도로공사,고속국도,55.0,중앙고속도로,부산 방향,기타돌발,고장,(갓길)승용차고장처리중,128.4744,36.8813,3560028802,-,Friday,평일
2025-02-21 15:16,한국도로공사,고속국도,35.0,중부고속도로,남이 방향,기타돌발,차량증가/정체,차량증가/정체,127.4201,36.6489,2710002501,-,Friday,평일
2025-02-21 6:34,한국도로공사,고속국도,100.0,수도권제1순환고속도로,판교-일산 방향,기타돌발,차량증가/정체,차량증가/정체,126.7753,37.4585,1650314500,-,Friday,평일
2025-02-21 7:46,경찰청,특별광역시도,0.0,충무대로,,공사,작업,<공사> 일반국도4호선 충대병원네거리 테미삼거리 3차로 후미 주의 하수도/배수로 작업 -,127.417983,36.318152,1840004500,2025-02-21 8:16,Friday,평일
2025-02-22 16:26,한국도로공사,고속국도,27.0,순천완주고속도로,완주 방향,기타돌발,고장,(갓길)승용차고장처리중,127.5048,35.0433,3260217700,-,Saturday,주말
2025-02-24 10:51,경찰청,특별광역시도,0.0,국회대로,,교통사고,사고,"<사고> 국회대로 목동교  경인고속입구교차로 4,5차로  교통사고  서울청",126.88692,37.530984,1140067100,2025-02-24 11:21,Monday,평일
2025-02-24 14:49,한국도로공사,고속국도,10.0,남해고속도로,부산 방향,기타돌발,장애물,(2차로)장애물조심,128.0525,35.0877,3840030000,-,Monday,평일
2025-02-24 19:16,경찰청,특별광역시도,0.0,한밭대로,,공사,작업,<공사> 한밭대로 누리네거리 부르심감리교회 1차로 주의운전 하수도/배수로 작업 -,127.368678,36.357571,1850133700,2025-02-24 19:46,Monday,평일
2025-02-24 7:08,한국도로공사,고속국도,50.0,영동고속도로,인천 방향,기타돌발,차량증가/정체,차량증가/정체,127.2056,37.2584,2430218700,-,Monday,평일
2025-02-24 7:50,경찰청,시군도,0.0,마한대로,,공사,작업,"<공사> 마한로 어양라온프라이빗1단 파인필드스크린골프 1,2차로 주의운전 도로공사 -",126.987371,35.96624,3080638001,2025-02-24 8:20,Monday,평일
2025-02-24 9:34,한국도로공사,고속국도,10.0,남해고속도로,부산 방향,기타돌발,차량증가/정체,차량증가/정체,128.6068,35.2862,4140170600,-,Monday,평일
2025-02-25 16:51,경찰청,고속국도,35.0,중부고속도로,청주 방향,교통사고,사고,<사고> 중부고속도로 표교리산3810 호법JC북측 기점방향 2차로 장애물 표교리산3810 → 호법JC북측 중부선 기점,127.4214,37.249,2300026300,2025-02-25 17:23,Tuesday,평일
2025-02-25 20:35,한국도로공사,고속국도,25.0,호남고속도로,논산 방향,기타,이륜차,"(1,2차로)이륜차운행확인중",126.8656,35.1929,1780006900,-,Tuesday,평일
2025-02-25 9:21,한국도로공사,고속국도,29.0,세종포천고속도로,구리 방향,공사,작업,(1차로)시설물설치작업중,127.2506,37.2818,-,-,Tuesday,평일
2025-02-26 13:24,한국도로공사,고속국도,110.0,제2경인고속도로,성남 방향,공사,작업,(갓길)풀베기작업중,126.7631,37.4321,1650003901,-,Wednesday,평일
2025-02-26 14:17,한국도로공사,고속국도,1.0,경부고속도로,부산 방향,기타돌발,고장,(5차로)버스고장처리중,127.0843,37.1508,2230344400,-,Wednesday,평일
2025-02-26 14:47,한국도로공사,고속국도,100.0,수도권제1순환고속도로,판교-일산 방향,공사,작업,(차로교대)노면보수작업ㅈ,127.1484,37.5104,2270545500,2025-02-26 15:10,Wednesday,평일
2025-02-26 14:48,경찰청,고속국도,30.0,당진영덕고속도로,영덕 방향,공사,작업,<공사> 당진영덕고속도로 하포리25940 예산수덕IC 종점방향  작업 하포리25940 → 예산수덕IC 당진대전선 종점,126.7735,36.6802,2980031402,2025-02-26 17:50,Wednesday,평일
2025-02-26 19:27,경찰청,도시고속국도,88.0,올림픽대로,김포 방향,교통사고,사고,"<사고> 올림픽대로 당산지하차도북측 한강자전거대여소양화 3,4차로 추돌사고 올림픽대로 양화대교남단→성산대교남단 김포 방향 -",126.893006,37.543545,1180004202,2025-02-26 19:57,Wednesday,평일
2025-02-26 21:37,한국도로공사,고속국도,50.0,영동고속도로,강릉 방향,공사,작업,"(2,3차로)노면보수작업중",126.8394,37.3483,2160017300,-,Wednesday,평일
2025-02-26 7:56,한국도로공사,고속국도,65.0,부산울산선,부산 방향,기타돌발,고장,(갓길)화물차고장처리중,129.2083,35.2206,1451153600,-,Wednesday,평일
2025-02-26 8:10,경찰청,시군도,0.0,구암대로,,기타,통제,<통제> 구암로 정식당 오일뱅크대신 1차로 공사 통제 공사 -,126.74609,35.982158,3070570201,2025-02-26 8:40,Wednesday,평일
2025-02-27 10:17,경찰청,시군도,0.0,신수대로,,공사,작업,<공사> 신수로 보정동26619 보쉬앞사거리 2차로 주의운전 유지보수 -,127.100976,37.320278,2440223801,2025-02-27 10:47,Thursday,평일
2025-02-27 6:24,한국도로공사,고속국도,1.0,경부고속도로,부산 방향,기타돌발,차량증가/정체,차량증가/정체,127.0727,37.4275,2040412000,-,Thursday,평일
2025-02-28 11:16,한국도로공사,고속국도,35.0,통영대전고속도로,통영 방향,교통사고,사고,"(1,2차로)승용차관련사고처리중",128.4062,34.9378,3830105000,-,Friday,평일
2025-02-28 15:45,한국도로공사,고속국도,35.0,중부고속도로,하남 방향,기타돌발,차량증가/정체,차량증가/정체,127.4438,36.7163,2840198100,-,Friday,평일
2025-02-28 18:14,한국도로공사,고속국도,35.0,중부고속도로,남이 방향,기타돌발,고장,(갓길)승용차고장처리중,127.2219,37.5157,2270000903,-,Friday,평일
2025-02-28 20:58,한국도로공사,고속국도,45.0,중부내륙고속도로,양평 방향,기타돌발,고장,(갓길)승합차고장처리중,128.3259,35.8396,3680450000,-,Friday,평일
2025-02-28 9:27,한국도로공사,고속국도,1.0,경부고속도로,부산 방향,공사,작업,(5차로)잡목제거작업중,127.1059,37.2373,2440069800,-,Friday,평일
2025-02-28 9:59,한국도로공사,고속국도,20.0,대구포항선,대구 방향,기타돌발,고장,(갓길)중형화물차고장처리중,129.0585,36.0447,3570032700,-,Friday,평일
2025-03-01 10:02,한국도로공사,고속국도,1.0,경부고속도로,서울 방향,기타돌발,차량증가/정체,차량증가/정체,127.4294,36.5687,2830051800,-,Saturday,주말
2025-03-01 10:08,한국도로공사,고속국도,45.0,중부내륙고속도로,양평 방향,기타돌발,차량증가/정체,차량증가/정체,128.1095,36.7115,3590600800,-,Saturday,주말
2025-03-01 10:55,한국도로공사,고속국도,45.0,중부내륙고속도로,양평 방향,기타돌발,고장,(갓길)승용차고장처리중,127.7181,37.0918,2720965200,-,Saturday,주말
2025-03-01 11:56,한국도로공사,고속국도,50.0,영동고속도로,인천 방향,기타돌발,차량증가/정체,차량증가/정체,127.882,37.3492,2510030532,-,Saturday,주말
2025-03-01 12:37,한국도로공사,고속국도,20.0,익산장수선,장수 방향,기상,강우,"빗길""주의""",127.171,35.8846,3120051102,-,Saturday,주말
2025-03-01 14:35,한국도로공사,고속국도,45.0,중부내륙고속도로,창원 방향,기타돌발,고장,(갓길)소형화물차고장처리중,128.2655,36.1687,3530046303,-,Saturday,주말
2025-03-01 15:03,한국도로공사,고속국도,151.0,서천공주고속도로,공주 방향,기타돌발,차량증가/정체,차량증가/정체,126.7742,36.0745,2950033300,-,Saturday,주말
2025-03-01 15:35,한국도로공사,고속국도,50.0,영동고속도로,인천 방향,기타돌발,차량증가/정체,차량증가/정체,128.4108,37.586,2600024002,-,Saturday,주말
2025-03-01 4:04,한국도로공사,고속국도,25.0,호남고속도로,논산 방향,기상,안개,"안개""주의""",126.8049,35.4316,3420162000,-,Saturday,주말
2025-03-02 10:24,경찰청,고속국도,110.0,제2경인고속도로,,교통사고,사고,<사고> 제2경인고속도로 문학IC 남동IC 5차로 4km(방향) 주의운전 고장 차량 -,126.676882,37.435746,1630000400,2025-03-02 10:54,Sunday,주말
2025-03-02 14:18,한국도로공사,고속국도,15.0,서해안고속도로,목포 방향,기타돌발,차량증가/정체,차량증가/정체,126.8552,36.9581,2140955500,-,Sunday,주말
2025-03-02 19:07,한국도로공사,고속국도,35.0,중부고속도로,남이 방향,기타돌발,차량증가/정체,차량증가/정체,127.4497,37.0923,2310051000,-,Sunday,주말
2025-03-03 15:49,한국도로공사,고속국도,15.0,서해안고속도로,목포 방향,기타돌발,차량증가/정체,차량증가/정체,126.8878,37.0755,2334281900,-,Monday,공휴일
2025-03-03 18:00,한국도로공사,고속국도,40.0,평택제천고속도로,제천 방향,기타돌발,차량증가/정체,차량증가/정체,127.4115,36.9573,2790038300,-,Monday,공휴일
2025-03-03 9:38,경찰청,시군도,0.0,고암대로,,공사,작업,<공사> 신평화로 회암ic 고암ic 1차로 주의운전 노변 유지보수 -,127.072646,37.832438,2350102900,2025-03-03 10:08,Monday,공휴일
2025-03-04 2:23,한국도로공사,고속국도,1.0,경부고속도로,서울 방향,재난,적설,"눈길""주의""",128.0013,36.2031,3530271200,-,Tuesday,평일
2025-03-04 7:47,경찰청,지방도,397.0,안양대로,,공사,작업,<공사> 안양로 안양여고사거리 안양동12231 1차로 주의운전 도로공사 -,126.918823,37.401873,2080033201,2025-03-04 8:17,Tuesday,평일
2025-03-05 10:10,경찰청,특별광역시도,0.0,대영대로,,공사,작업,<공사> 대영로 서부산농협대신SMART지 서대신사거리 1차로 주의운전 유지보수 -,129.014278,35.109852,1310010300,2025-03-05 10:40,Wednesday,평일
2025-03-05 13:05,한국도로공사,고속국도,25.0,호남고속도로,순천 방향,공사,작업,(갓길)구간단속시스템설치작업중,126.8244,35.5615,3090007702,-,Wednesday,평일
2025-03-05 14:14,경찰청,시군도,0.0,구암대로,,공사,작업,<공사> 구암로 구암동 동행주유소 구암교삼거리 3차로 주의운전 노변 유지보수 -,126.747171,35.982465,3070570301,2025-03-05 14:44,Wednesday,평일
2025-03-05 4:28,한국도로공사,고속국도,10.0,남해고속도로,순천 방향,기타돌발,고장,(갓길)소형화물차고장처리중,127.3632,34.8245,3330051300,-,Wednesday,평일
2025-03-05 9:03,한국도로공사,고속국도,251.0,호남지선,대전 방향,공사,작업,(갓길)오물수거및긴급노면보수이동작업중,127.3174,36.2905,1860631600,-,Wednesday,평일
2025-03-05 9:48,경찰청,시군도,0.0,공단대로,,공사,작업,<공사> 공단대로 소룡사거리 동아아파트삼거리 3차로 주의운전 노변 유지보수 -,126.680781,35.972539,3070153300,2025-03-05 10:18,Wednesday,평일
2025-03-06 11:49,경찰청,특별광역시도,0.0,가마산대로,,교통사고,사고,<사고> 가마산로 신구로유수지 생태공원 한일유앤아이앞교차로 1차로 주의운전 교통사고  서울청,126.877262,37.48715,2130006300,2025-03-06 12:19,Thursday,평일
2025-03-07 17:21,한국도로공사,고속국도,1.0,경부고속도로,서울 방향,기타돌발,고장,(갓길)대형버스고장처리중,127.4302,36.533,2830042000,-,Friday,평일
2025-03-08 8:35,한국도로공사,고속국도,1.0,경부고속도로,서울 방향,기타돌발,고장,(갓길)승용차고장처리중,127.0692,37.431,2040412100,-,Saturday,주말
2025-03-09 15:59,한국도로공사,고속국도,20.0,대구포항선,대구 방향,기타돌발,고장,(갓길)승용차고장처리중,128.8942,36.0236,3570012311,-,Sunday,주말
2025-03-09 18:24,경찰청,시군도,0.0,다산중앙대로,,교통사고,사고,<사고> 다산중앙로82번길 다산동산304311 영동카크레인 1차로 주의운전 고장 차량 -,127.167305,37.619684,2220497300,2025-03-09 18:54,Sunday,주말
2025-03-09 3:19,한국도로공사,고속국도,50.0,영동고속도로,인천 방향,기상,안개,"안개""주의""",126.7397,37.4379,1650004300,-,Sunday,주말
2025-03-10 10:38,한국도로공사,고속국도,15.0,서해안고속도로,목포 방향,공사,작업,(차로교대)노면보수작업중,126.8736,37.0232,2140027401,-,Monday,평일
2025-03-10 11:19,경찰청,시군도,0.0,송내대로,,공사,작업,<공사> 송내대로 화목사거리 넘말사거리 주의운전 공사 - 부천 송내대로 넘말사거리에서 화목사거리구간 화목사거리 부근 하위차로 막고 공사하고 있음.  -,126.756909,37.499753,2420032500,2025-03-10 11:49,Monday,평일
2025-03-10 11:49,한국도로공사,고속국도,50.0,영동고속도로,인천 방향,기타돌발,고장,(갓길)승용차고장처리중,127.2519,37.2454,2430208500,-,Monday,평일
2025-03-10 17:49,한국도로공사,고속국도,50.0,영동고속도로,강릉 방향,기타돌발,차량증가/정체,차량증가/정체,126.9071,37.3226,2250001400,-,Monday,평일
2025-03-10 5:39,경찰청,고속국도,1.0,경부고속도로,부산 방향,교통사고,사고,<사고> 경부고속도로 영동3터널동측 한곡1교서측 기점방향  고장 영동3터널동측 → 한곡1교서측 경부선 기점,127.7799,36.276,2770311500,2025-03-10 6:11,Monday,평일
2025-03-10 8:12,경찰청,도시고속국도,88.0,올림픽대로,,교통사고,사고,<사고> 올림픽대로 반포대교 한남대교 5차로  고장 차량  서울청,127.011776,37.519451,1210005403,2025-03-10 8:42,Monday,평일
2025-03-10 8:30,한국도로공사,고속국도,15.0,서해안고속도로,목포 방향,공사,작업,(1차로)노면하자보수작업중,126.503,34.9544,3390007302,-,Monday,평일
2025-03-10 8:56,한국도로공사,고속국도,100.0,수도권제1순환고속도로,판교-구리 방향,기타돌발,차량증가/정체,경부선진출로,127.1224,37.4169,2050210900,-,Monday,평일
2025-03-10 9:36,한국도로공사,고속국도,1.0,경부고속도로,서울 방향,공사,작업,(1차로)이동청소작업중,127.0846,37.1421,2230344300,-,Monday,평일
2025-03-11 10:36,경찰청,일반국도,21.0,호남대로,,공사,작업,<공사> 일반국도21호선 중인교차로 쑥고개교차로 1차로 주의운전 도로공사 -,127.090286,35.773021,3050266400,2025-03-11 11:06,Tuesday,평일
2025-03-11 16:25,경찰청,도시고속국도,11.0,신천대로,,공사,작업,<공사> 신천대로 팔달교지하차도동측 웨딩라이프컴퍼니더블 3차로 주의운전 도로공사 -,128.561894,35.897498,1540002806,2025-03-11 16:55,Tuesday,평일
2025-03-11 17:53,경찰청,도시고속국도,88.0,올림픽대로,구리 방향,교통사고,사고,"<사고> 올림픽대로 강일IC 강일IC 주의운전 사고 - 수도권제1순환고속도로 판교에서 구리방향, 강일나들목 부근 1차로에서 승용차관련 사고처리 중. -",127.165506,37.572983,1240057200,2025-03-11 18:23,Tuesday,평일
